"";"LotArea";"LotShape";"Utilities";"LandSlope";"HouseStyle";"OverallCond";"YearBuilt";"YearRemodAdd";"BsmtCond";"TotalBsmtSF";"Heating";"HeatingQC";"CentralAir";"KitchenQual";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"GarageCond";"PoolArea";"PoolQC";"MoSold";"YrSold";"SalePrice"
"149";"7500 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2005;"TA";1080;"GasA";"Ex";"Y";"Gd";0;NA;0;0;NA;0;NA;4;2008;141000
"150";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1936;1950;"TA";896;"GasA";"Gd";"Y";"TA";0;NA;1;240;"TA";0;NA;4;2006;115000
"151";"10356 m2";"Reg";"AllPub";"Gtl";"1Story";6;1975;1975;"TA";969;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;1;2007;122000
"152";"13891 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2008;"TA";1710;"GasA";"Ex";"Y";"Gd";1;"Gd";3;866;"TA";0;NA;1;2008;372402
"153";"14803 m2";"IR1";"AllPub";"Gtl";"2Story";5;1971;1971;"TA";825;"GasA";"Gd";"Y";"TA";1;"Gd";2;495;"TA";0;NA;6;2006;190000
"154";"13500 m2";"Reg";"AllPub";"Gtl";"1Story";7;1960;1975;"TA";1602;"GasA";"Gd";"Y";"TA";1;"Gd";2;564;"TA";0;NA;3;2008;235000
"155";"11340 m2";"Reg";"AllPub";"Gtl";"1Story";5;1923;1950;"TA";1200;"GasA";"TA";"Y";"TA";0;NA;1;312;"Fa";0;NA;3;2006;125000
"156";"9600 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1924;1950;"TA";572;"Grav";"Fa";"N";"TA";0;NA;0;0;NA;0;NA;4;2008;79000
"157";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";7;1950;1950;NA;0;"GasA";"TA";"Y";"TA";0;NA;2;625;"TA";0;NA;6;2006;109500
"158";"12003 m2";"Reg";"AllPub";"Gtl";"2Story";5;2009;2010;"TA";774;"GasA";"Ex";"Y";"Ex";1;"Gd";3;680;"TA";0;NA;5;2010;269500
"159";"12552 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2005;"TA";991;"GasA";"Ex";"Y";"Gd";1;"Gd";2;678;"TA";0;NA;5;2010;254900
"160";"19378 m2";"IR1";"AllPub";"Gtl";"2Story";5;2005;2006;"TA";1392;"GasA";"Ex";"Y";"Gd";1;"Gd";2;576;"TA";0;NA;3;2006;320000
"161";"11120 m2";"IR1";"AllPub";"Gtl";"1Story";6;1984;1984;"TA";1232;"GasA";"TA";"Y";"TA";0;NA;2;516;"TA";0;NA;6;2008;162500
"162";"13688 m2";"IR1";"AllPub";"Gtl";"2Story";5;2003;2004;"TA";1572;"GasA";"Ex";"Y";"Ex";2;"Gd";3;726;"TA";0;NA;3;2008;412500
"163";"12182 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1541;"GasA";"Ex";"Y";"Gd";1;"Gd";2;532;"TA";0;NA;5;2010;220000
"164";"5500 m2";"Reg";"AllPub";"Gtl";"1.5Unf";6;1956;1956;"TA";882;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;4;2007;103200
"165";"5400 m2";"Reg";"AllPub";"Gtl";"1Story";7;1926;2004;"TA";1149;"GasA";"Gd";"Y";"Gd";0;NA;1;216;"TA";0;NA;10;2007;152000
"166";"10106 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1940;1999;"TA";644;"GasA";"Gd";"Y";"TA";0;NA;0;0;NA;0;NA;9;2008;127500
"167";"10708 m2";"IR1";"AllPub";"Gtl";"1Story";5;1955;1993;"TA";1617;"GasA";"Ex";"Y";"TA";3;"Gd";1;303;"TA";0;NA;11;2009;190000
"168";"10562 m2";"Reg";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";1582;"GasA";"Ex";"Y";"Ex";1;"Gd";3;789;"TA";0;NA;11;2007;325624
"169";"8244 m2";"IR1";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";840;"GasA";"Ex";"Y";"Gd";1;"Gd";2;440;"TA";0;NA;5;2007;183500
"170";"16669 m2";"IR1";"AllPub";"Gtl";"1Story";6;1981;1981;"TA";1686;"GasA";"TA";"Y";"TA";1;"TA";2;511;"TA";0;NA;1;2006;228000
"171";"12358 m2";"IR1";"AllPub";"Gtl";"1.5Fin";6;1941;1950;"TA";720;"GasA";"TA";"Y";"TA";0;NA;2;660;"TA";0;NA;5;2007;128500
"172";"31770 m2";"IR1";"AllPub";"Gtl";"1Story";5;1960;1960;"Gd";1080;"GasA";"Fa";"Y";"TA";2;"Gd";2;528;"TA";0;NA;5;2010;215000
"173";"5306 m2";"IR1";"AllPub";"Gtl";"2Story";7;1987;1987;"Gd";1064;"GasA";"Gd";"Y";"Gd";1;"TA";2;504;"TA";0;NA;6;2006;239000
"174";"10197 m2";"IR1";"AllPub";"Gtl";"1Story";5;1961;1961;"TA";1362;"GasA";"TA";"Y";"TA";1;"TA";2;504;"TA";0;NA;6;2008;163000
"175";"12416 m2";"IR1";"AllPub";"Gtl";"1Story";5;1986;1986;"Fa";1606;"GasA";"TA";"Y";"TA";1;"TA";2;616;"TA";0;NA;11;2008;184000
"176";"12615 m2";"Reg";"AllPub";"Gtl";"1Story";7;1950;2001;"Gd";1202;"GasA";"TA";"Y";"Gd";1;"Gd";2;576;"TA";0;NA;6;2007;243000
"177";"10029 m2";"IR1";"AllPub";"Gtl";"2Story";5;1988;1989;"TA";1151;"GasA";"TA";"Y";"TA";1;"TA";2;521;"TA";0;NA;9;2007;211000
"178";"13650 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1958;1958;"TA";1052;"GasA";"Ex";"Y";"Gd";1;"Gd";2;451;"TA";0;NA;7;2006;172500
"179";"17423 m2";"IR1";"AllPub";"Gtl";"1Story";5;2008;2009;"TA";2216;"GasA";"Ex";"Y";"Ex";1;"Gd";3;1166;"TA";0;NA;7;2009;501837
"180";"8520 m2";"Reg";"AllPub";"Gtl";"1Story";6;1923;2006;"TA";968;"GasA";"TA";"Y";"TA";0;NA;2;480;"TA";0;NA;7;2007;100000
"181";"2117 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";756;"GasA";"Ex";"Y";"Gd";1;"TA";2;440;"TA";0;NA;6;2007;177000
"182";"7588 m2";"Reg";"AllPub";"Gtl";"2Story";6;1920;1950;"TA";793;"GasA";"Gd";"Y";"TA";1;"Gd";1;216;"TA";0;NA;7;2006;200100
"183";"9060 m2";"Reg";"AllPub";"Gtl";"1Story";6;1957;2006;NA;0;"GasA";"Ex";"Y";"TA";1;"Gd";1;252;"TA";0;NA;6;2007;120000
"184";"11426 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;2003;2003;"TA";1362;"GasA";"Ex";"Y";"Gd";0;NA;2;484;"TA";0;NA;6;2008;200000
"185";"7438 m2";"IR1";"AllPub";"Gtl";"1.5Fin";8;1908;1991;"TA";504;"GasA";"Gd";"Y";"TA";0;NA;2;576;"TA";0;NA;6;2006;127000
"186";"22950 m2";"IR2";"AllPub";"Gtl";"2.5Fin";9;1892;1993;"TA";1107;"GasA";"Ex";"Y";"Ex";2;"TA";3;840;"TA";0;NA;6;2006;475000
"187";"9947 m2";"IR1";"AllPub";"Gtl";"SLvl";5;1990;1991;"TA";1188;"GasA";"Ex";"Y";"Gd";0;NA;2;497;"TA";0;NA;6;2009;173000
"188";"10410 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1916;1987;"TA";660;"GasA";"Ex";"Y";"TA";0;NA;1;180;"Fa";0;NA;8;2009;135000
"189";"7018 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1979;1979;"TA";1086;"GasA";"TA";"Y";"TA";2;"TA";2;528;"TA";0;NA;6;2009;153337
"190";"4923 m2";"Reg";"AllPub";"Gtl";"1Story";5;2001;2002;"TA";1593;"GasA";"Ex";"Y";"Ex";1;"Gd";2;682;"TA";0;NA;8;2008;286000
"191";"10570 m2";"Reg";"AllPub";"Mod";"2Story";8;1932;1994;"Gd";853;"GasA";"TA";"Y";"Gd";2;"TA";2;440;"TA";0;NA;12;2007;315000
"192";"7472 m2";"IR1";"AllPub";"Gtl";"2Story";9;1972;2004;"TA";725;"GasA";"Gd";"Y";"Gd";0;NA;2;484;"TA";0;NA;6;2007;184000
"193";"9017 m2";"IR1";"AllPub";"Gtl";"1Story";5;1999;1999;"TA";1431;"GasA";"Ex";"Y";"Gd";0;NA;2;666;"TA";0;NA;9;2009;192000
"194";"2522 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";970;"GasA";"Ex";"Y";"Gd";0;NA;2;380;"TA";0;NA;5;2006;130000
"195";"7180 m2";"IR1";"AllPub";"Gtl";"1Story";7;1972;1972;"TA";864;"GasA";"TA";"Y";"TA";0;NA;1;352;"TA";0;NA;5;2008;127000
"196";"2280 m2";"Reg";"AllPub";"Gtl";"2Story";6;1976;1976;"TA";855;"GasA";"TA";"Y";"TA";1;"TA";2;440;"TA";0;NA;7;2009;148500
"197";"9416 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1726;"GasA";"Ex";"Y";"Ex";1;"Gd";3;786;"TA";0;NA;9;2007;311872
"198";"25419 m2";"Reg";"AllPub";"Gtl";"2Story";4;1918;1990;"TA";1360;"GasA";"Gd";"Y";"Gd";1;"Ex";2;795;"TA";512;"Ex";3;2006;235000
"199";"5520 m2";"Reg";"AllPub";"Gtl";"2.5Fin";6;1912;1950;"TA";755;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;7;2009;104000
"200";"9591 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2005;"TA";1713;"GasA";"Ex";"Y";"Ex";1;"Gd";3;856;"TA";0;NA;1;2009;274900
"201";"8546 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2004;"TA";1121;"GasA";"Ex";"Y";"TA";0;NA;2;440;"TA";0;NA;3;2010;140000
"202";"10125 m2";"Reg";"AllPub";"Gtl";"1Story";6;1977;1977;"TA";1196;"GasA";"TA";"Y";"TA";2;"Fa";2;473;"TA";0;NA;2;2008;171500
"203";"7000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1924;1950;"TA";617;"GasA";"Gd";"Y";"TA";0;NA;1;398;"TA";0;NA;5;2006;112000
"204";"4438 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";848;"GasA";"Ex";"Y";"Gd";1;"Gd";2;420;"TA";0;NA;1;2008;149000
"205";"3500 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1947;1950;"TA";720;"GasA";"TA";"Y";"TA";0;NA;1;240;"TA";0;NA;4;2009;110000
"206";"11851 m2";"Reg";"AllPub";"Gtl";"1Story";5;1990;1990;"TA";1424;"GasA";"Ex";"Y";"TA";0;NA;2;500;"TA";0;NA;5;2009;180500
"207";"13673 m2";"IR1";"AllPub";"Gtl";"1Story";5;1962;1962;"TA";1140;"GasA";"TA";"Y";"TA";1;"TA";1;349;"TA";0;NA;3;2007;143900
"208";"12493 m2";"IR1";"AllPub";"Gtl";"1Story";5;1960;1960;"TA";1100;"GasA";"TA";"Y";"TA";1;"Po";1;312;"TA";0;NA;4;2008;141000
"209";"14364 m2";"IR1";"AllPub";"Mod";"2Story";5;1988;1989;"TA";1157;"GasA";"Ex";"Y";"TA";1;"Gd";2;454;"TA";0;NA;4;2007;277000
"210";"8250 m2";"Reg";"AllPub";"Gtl";"1Story";7;1964;1964;"TA";1092;"GasA";"Ex";"Y";"TA";0;NA;2;504;"Gd";0;NA;7;2008;145000
"211";"5604 m2";"Reg";"AllPub";"Gtl";"1Story";6;1925;1950;"TA";864;"GasA";"TA";"N";"TA";0;NA;0;0;NA;0;NA;4;2008;98000
"212";"10420 m2";"Reg";"AllPub";"Gtl";"1Story";5;2009;2009;"TA";1212;"GasA";"Ex";"Y";"Gd";0;NA;2;460;"TA";0;NA;3;2010;186000
"213";"8640 m2";"Reg";"AllPub";"Gtl";"2Story";5;2009;2009;"TA";900;"GasA";"Ex";"Y";"Gd";1;"TA";2;644;"TA";0;NA;7;2009;252678
"214";"13568 m2";"IR2";"AllPub";"Gtl";"1Story";5;1995;1995;"TA";990;"GasA";"Ex";"Y";"TA";0;NA;2;576;"TA";0;NA;7;2006;156000
"215";"10900 m2";"IR1";"AllPub";"Gtl";"2Story";7;1977;1977;"TA";689;"GasA";"Ex";"Y";"TA";0;NA;1;299;"TA";0;NA;3;2010;161750
"216";"10011 m2";"IR1";"AllPub";"Gtl";"1Story";6;1957;1996;"TA";1070;"GasA";"TA";"Y";"Gd";1;"Fa";1;447;"TA";0;NA;5;2006;134450
"217";"8450 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";1436;"GasA";"Ex";"Y";"Gd";0;NA;2;484;"TA";0;NA;4;2008;210000
"218";"9906 m2";"Reg";"AllPub";"Gtl";"2Story";4;1925;1950;"TA";686;"GasA";"Fa";"N";"TA";0;NA;1;210;"TA";0;NA;9;2006;107000
"219";"15660 m2";"IR1";"AllPub";"Gtl";"1.5Fin";9;1939;2006;"TA";798;"GasA";"Ex";"Y";"Gd";2;"TA";2;431;"TA";0;NA;5;2008;311500
"220";"3010 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1248;"GasA";"Ex";"Y";"Gd";0;NA;2;438;"TA";0;NA;3;2006;167240
"221";"8990 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1498;"GasA";"Ex";"Y";"Gd";0;NA;2;675;"TA";0;NA;4;2006;204900
"222";"8068 m2";"IR1";"AllPub";"Gtl";"2Story";5;2002;2002;"TA";1010;"GasA";"Ex";"Y";"Gd";1;"TA";2;390;"TA";0;NA;12;2009;200000
"223";"11475 m2";"Reg";"AllPub";"Gtl";"2Story";6;1975;1975;"TA";713;"GasA";"TA";"Y";"TA";1;"TA";2;434;"TA";0;NA;2;2006;179900
"224";"10500 m2";"Reg";"AllPub";"Gtl";"1Story";6;1971;1971;"TA";864;"GasA";"Gd";"Y";"TA";0;NA;2;576;"TA";0;NA;3;2009;97000
"225";"13472 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";2392;"GasA";"Ex";"Y";"Ex";1;"Ex";3;968;"TA";0;NA;6;2009;386250
"226";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";5;1971;1971;"TA";630;"GasA";"TA";"Y";"TA";0;NA;1;280;"TA";0;NA;5;2009;112000
"227";"9950 m2";"IR1";"AllPub";"Gtl";"2Story";5;1995;1995;"TA";1203;"GasA";"Ex";"Y";"Gd";1;"TA";3;721;"TA";0;NA;6;2007;290000
"228";"1869 m2";"Reg";"AllPub";"Gtl";"2Story";6;1970;1970;"TA";483;"GasA";"TA";"Y";"TA";0;NA;1;280;"TA";0;NA;9;2008;106000
"229";"8521 m2";"Reg";"AllPub";"Gtl";"1Story";5;1967;1967;"TA";912;"GasA";"TA";"Y";"TA";1;"Fa";1;336;"TA";0;NA;5;2010;125000
"230";"3182 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1373;"GasA";"Ex";"Y";"Gd";1;"TA";2;430;"TA";0;NA;5;2009;192500
"231";"8760 m2";"Reg";"AllPub";"Gtl";"1Story";6;1959;1959;"TA";1194;"GasA";"TA";"Y";"TA";0;NA;1;312;"TA";0;NA;4;2010;148000
"232";"15138 m2";"IR1";"AllPub";"Gtl";"2Story";5;1995;1996;"TA";1462;"GasA";"Ex";"Y";"Ex";1;"TA";3;810;"TA";0;NA;7;2009;403000
"233";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";5;1972;1972;"TA";483;"GasA";"TA";"Y";"TA";1;"Po";1;288;"TA";0;NA;6;2006;94500
"234";"10650 m2";"Reg";"AllPub";"Gtl";"1Story";6;1976;1976;"Gd";894;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;2;2010;128200
"235";"7851 m2";"Reg";"AllPub";"Gtl";"2Story";5;2002;2002;"TA";860;"GasA";"Ex";"Y";"Gd";2;"TA";2;440;"TA";0;NA;5;2010;216500
"236";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";3;1971;1971;"TA";483;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;8;2008;89500
"237";"8773 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";1414;"GasA";"Ex";"Y";"Gd";0;NA;2;494;"TA";0;NA;5;2010;185500
"238";"9453 m2";"IR1";"AllPub";"Gtl";"2Story";7;1993;2003;"TA";996;"GasA";"Ex";"Y";"Gd";0;NA;2;457;"TA";0;NA;2;2010;194500
"239";"12030 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1694;"GasA";"Ex";"Y";"Gd";0;NA;3;818;"TA";0;NA;12;2007;318000
"240";"8741 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1945;1950;"Fa";735;"GasA";"TA";"Y";"TA";1;"Gd";1;220;"TA";0;NA;4;2010;113000
"241";"9000 m2";"Reg";"AllPub";"Gtl";"1Story";5;2008;2008;"TA";1566;"GasA";"Ex";"Y";"Gd";0;NA;2;750;"TA";0;NA;4;2010;262500
"242";"3880 m2";"Reg";"AllPub";"Gtl";"1Story";9;1945;1997;"TA";686;"GasA";"Gd";"Y";"Gd";0;NA;0;0;NA;0;NA;8;2007;110500
"243";"5000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1900;1950;"TA";540;"GasA";"Gd";"N";"TA";0;NA;1;352;"TA";0;NA;4;2006;79000
"244";"10762 m2";"Reg";"AllPub";"Gtl";"2Story";6;1980;1980;"TA";626;"GasA";"TA";"Y";"TA";1;"TA";1;288;"TA";0;NA;4;2009;120000
"245";"8880 m2";"IR1";"AllPub";"Gtl";"2Story";5;1994;2002;"TA";948;"GasA";"Ex";"Y";"Gd";2;"Fa";2;463;"TA";0;NA;5;2010;205000
"246";"10400 m2";"Reg";"AllPub";"Gtl";"1Story";5;1988;1988;"TA";1845;"GasA";"Gd";"Y";"TA";1;"TA";2;604;"TA";0;NA;6;2006;241500
"247";"9142 m2";"Reg";"AllPub";"Gtl";"2Story";8;1910;1950;"TA";1020;"GasA";"Gd";"N";"Fa";0;NA;1;440;"Po";0;NA;4;2006;137000
"248";"11310 m2";"Reg";"AllPub";"Gtl";"1Story";5;1954;1954;"TA";1367;"GasA";"Ex";"Y";"TA";1;"TA";2;451;"TA";0;NA;6;2006;140000
"249";"11317 m2";"Reg";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";840;"GasA";"Ex";"Y";"Gd";0;NA;2;500;"TA";0;NA;9;2007;180000
"250";"159000 m2";"IR2";"AllPub";"Sev";"1.5Fin";7;1958;2006;"TA";1444;"GasA";"Gd";"Y";"Gd";2;"TA";2;389;"TA";0;NA;6;2007;277000
"251";"5350 m2";"IR1";"AllPub";"Gtl";"1Story";2;1940;1966;"TA";728;"GasA";"Ex";"Y";"Fa";0;NA;0;0;NA;0;NA;5;2010;76500
"252";"4750 m2";"IR1";"AllPub";"Mod";"1Story";5;2006;2007;"TA";1573;"GasA";"Ex";"Y";"Gd";1;"Gd";2;538;"TA";0;NA;12;2007;235000
"253";"8366 m2";"IR1";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";798;"GasA";"Ex";"Y";"Gd";0;NA;2;520;"TA";0;NA;12;2008;173000
"254";"9350 m2";"Reg";"AllPub";"Gtl";"SLvl";7;1964;1991;"TA";1302;"GasA";"Ex";"Y";"Gd";0;NA;1;309;"TA";0;NA;10;2007;158000
"255";"8400 m2";"Reg";"AllPub";"Gtl";"1Story";6;1957;1957;"TA";1314;"GasA";"TA";"Y";"TA";0;NA;1;294;"TA";0;NA;6;2010;145000
"256";"8738 m2";"IR1";"AllPub";"Gtl";"2Story";5;1999;1999;"TA";975;"GasA";"Ex";"Y";"Gd";1;"TA";2;429;"TA";0;NA;2;2006;230000
"257";"8791 m2";"IR1";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";864;"GasA";"Ex";"Y";"Gd";0;NA;2;673;"TA";0;NA;5;2008;207500
"258";"8814 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1604;"GasA";"Ex";"Y";"Gd";1;"Gd";2;660;"TA";0;NA;3;2009;220000
"259";"12435 m2";"Reg";"AllPub";"Gtl";"2Story";5;2001;2001;"TA";963;"GasA";"Ex";"Y";"Gd";1;"TA";2;564;"TA";0;NA;5;2008;231500
"260";"12702 m2";"Reg";"AllPub";"Gtl";"1Story";5;1956;1956;NA;0;"GasA";"Gd";"Y";"TA";0;NA;1;308;"TA";0;NA;12;2008;97000
"261";"19296 m2";"Reg";"AllPub";"Gtl";"SLvl";5;1962;1962;"TA";1362;"GasA";"TA";"Y";"TA";1;"TA";2;884;"TA";0;NA;5;2009;176000
"262";"9588 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";1482;"GasA";"Ex";"Y";"Ex";1;"Gd";3;868;"TA";0;NA;11;2007;276000
"263";"8471 m2";"IR1";"AllPub";"Gtl";"SLvl";7;1977;1995;"Gd";506;"GasA";"TA";"Y";"TA";1;"TA";2;492;"TA";0;NA;7;2006;151000
"264";"5500 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1929;2001;"TA";926;"GasA";"TA";"Y";"TA";0;NA;2;484;"TA";0;NA;4;2010;130000
"265";"5232 m2";"IR3";"AllPub";"Gtl";"1Story";5;1925;2004;"TA";680;"GasA";"Gd";"N";"TA";0;NA;2;504;"TA";0;NA;6;2008;73000
"266";"12090 m2";"IR1";"AllPub";"Gtl";"1Story";6;1981;1981;"TA";1422;"GasA";"TA";"Y";"Gd";1;"TA";2;576;"TA";0;NA;6;2008;175500
"267";"11207 m2";"IR1";"AllPub";"Gtl";"2Story";5;1997;1997;"TA";802;"GasA";"Gd";"Y";"TA";1;"TA";2;413;"TA";0;NA;6;2006;185000
"268";"8400 m2";"Reg";"AllPub";"Mod";"2.5Fin";8;1939;1997;"TA";720;"GasA";"Ex";"Y";"Gd";1;"Gd";1;240;"TA";0;NA;7;2008;179500
"269";"6900 m2";"Reg";"AllPub";"Gtl";"1Story";6;1940;1955;"TA";740;"GasA";"Ex";"Y";"TA";1;"Gd";1;924;"Ex";0;NA;2;2008;120500
"270";"7917 m2";"IR1";"AllPub";"Gtl";"1Story";7;1976;1976;"Gd";1143;"GasA";"TA";"Y";"TA";1;"Fa";1;504;"Gd";0;NA;5;2007;148000
"271";"10728 m2";"Reg";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";1095;"GasA";"Gd";"Y";"Gd";1;"Gd";3;1053;"TA";0;NA;8;2006;266000
"272";"39104 m2";"IR1";"AllPub";"Sev";"1Story";7;1954;2005;"TA";1385;"GasA";"Ex";"Y";"TA";2;"TA";2;439;"TA";0;NA;4;2008;241500
"273";"11764 m2";"IR1";"AllPub";"Gtl";"2Story";7;1999;2007;"TA";1152;"GasA";"Ex";"Y";"Gd";1;"Gd";3;671;"TA";0;NA;4;2010;290000
"274";"9600 m2";"Reg";"AllPub";"Gtl";"1Story";6;1958;1988;"TA";1240;"GasA";"Gd";"Y";"TA";1;"Gd";1;338;"TA";0;NA;4;2009;139000
"275";"8314 m2";"Reg";"AllPub";"Gtl";"1Story";7;1982;1982;"TA";816;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;6;2007;124500
"276";"7264 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1925;2007;"TA";952;"GasW";"Gd";"N";"Ex";0;NA;2;672;"TA";0;NA;10;2009;205000
"277";"9196 m2";"IR1";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";1560;"GasA";"Ex";"Y";"Gd";0;NA;2;573;"TA";0;NA;4;2010;201000
"278";"19138 m2";"Reg";"AllPub";"Gtl";"1Story";5;1951;1951;"TA";864;"GasA";"Ex";"Y";"TA";0;NA;2;400;"TA";0;NA;6;2010;141000
"279";"14450 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";2121;"GasA";"Ex";"Y";"Ex";1;"Ex";3;732;"TA";0;NA;5;2007;415298
"280";"10005 m2";"Reg";"AllPub";"Gtl";"2Story";5;1977;1977;"TA";1160;"GasA";"Ex";"Y";"TA";1;"TA";2;505;"TA";0;NA;3;2008;192000
"281";"11287 m2";"Reg";"AllPub";"Gtl";"2Story";6;1989;1989;"TA";807;"GasA";"Gd";"Y";"Gd";1;"TA";2;575;"TA";0;NA;1;2007;228500
"282";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1262;"GasA";"Gd";"Y";"Gd";0;NA;2;572;"TA";0;NA;5;2006;185000
"283";"5063 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2008;"TA";1314;"GasA";"Ex";"Y";"Gd";1;"Gd";2;626;"TA";0;NA;4;2009;207500
"284";"9612 m2";"Reg";"AllPub";"Gtl";"1Story";5;2008;2009;"TA";1468;"GasA";"Ex";"Y";"Gd";1;"Gd";3;898;"TA";0;NA;12;2009;244600
"285";"8012 m2";"Reg";"AllPub";"Gtl";"1Story";5;1992;1992;"TA";1575;"GasA";"Gd";"Y";"Gd";0;NA;2;529;"TA";0;NA;7;2007;179200
"286";"4251 m2";"IR1";"AllPub";"Gtl";"2Story";5;2006;2007;"TA";625;"GasA";"Ex";"Y";"Gd";0;NA;2;528;"TA";0;NA;6;2007;164700
"287";"9786 m2";"IR1";"AllPub";"Gtl";"1.5Fin";7;1962;1981;"TA";912;"GasA";"TA";"Y";"Gd";1;"Gd";2;440;"TA";0;NA;6;2006;159000
"288";"8125 m2";"IR1";"AllPub";"Gtl";"1Story";4;1971;1971;"TA";858;"GasA";"TA";"Y";"TA";0;NA;0;0;NA;0;NA;6;2006;88000
"289";"9819 m2";"IR1";"AllPub";"Gtl";"1Story";5;1967;1967;"TA";882;"GasA";"TA";"Y";"TA";0;NA;1;280;"TA";0;NA;2;2010;122000
"290";"8730 m2";"Reg";"AllPub";"Gtl";"2Story";7;1915;2003;"TA";698;"GasA";"Ex";"Y";"TA";0;NA;1;384;"TA";0;NA;7;2007;153575
"291";"15611 m2";"Reg";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";1079;"GasA";"Ex";"Y";"Gd";1;"Gd";2;685;"TA";0;NA;7;2006;233230
"292";"5687 m2";"Reg";"AllPub";"Gtl";"2Story";6;1912;2000;"Fa";780;"GasA";"Ex";"N";"Fa";0;NA;0;0;NA;0;NA;3;2008;135900
"293";"11409 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1949;2008;"TA";768;"GasA";"Gd";"Y";"TA";1;"Gd";1;281;"TA";0;NA;1;2009;131000
"294";"16659 m2";"IR1";"AllPub";"Gtl";"2Story";7;1977;1994;"TA";795;"GasA";"Fa";"Y";"Gd";1;"TA";2;539;"TA";0;NA;3;2006;235000
"295";"9600 m2";"Reg";"AllPub";"Gtl";"1Story";5;1953;1953;"TA";1416;"GasA";"TA";"Y";"TA";2;"Gd";2;418;"TA";0;NA;10;2009;167000
"296";"7937 m2";"IR1";"AllPub";"Gtl";"SLvl";6;1984;1984;"TA";1003;"GasA";"TA";"Y";"TA";0;NA;2;588;"TA";0;NA;3;2006;142500
"297";"13710 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1950;1950;"TA";910;"GasA";"TA";"Y";"TA";0;NA;1;282;"TA";0;NA;6;2007;152000
"298";"7399 m2";"IR1";"AllPub";"Gtl";"2Story";5;1997;1998;"TA";975;"GasA";"Ex";"Y";"Gd";1;"TA";2;576;"TA";0;NA;6;2007;239000
